imo,mmsi,stop_area,grp,StandardVesselType,GrossTonnage,stop_time_in,stop_time_out,anchoring_in,anchoring_out,waiting_time,service_time
6329020,356102000.0,Atlantic - PPC Cristobal,1,Oil tanker,2444.0,2023-08-20 11:40:00,2023-08-20 17:40:00,2023-08-19 16:10:00,2023-08-19 19:50:00,3.6666666666666665,6.0
6329020,356102000.0,Atlantic - PPC Cristobal,2,Oil tanker,2444.0,2023-10-01 13:10:00,2023-10-01 20:10:00,2023-09-30 03:10:00,2023-10-01 12:10:00,33.0,7.0
6329020,356102000.0,Atlantic - PPC Cristobal,3,Oil tanker,2444.0,2023-12-07 23:20:00,2023-12-08 07:00:00,2023-12-07 12:10:00,2023-12-07 22:40:00,10.5,7.666666666666667
6329020,356102000.0,Atlantic - PPC Cristobal,4,Oil tanker,2444.0,2024-01-04 03:30:00,2024-01-04 11:50:00,2023-12-31 06:40:00,2024-01-04 03:00:00,92.33333333333333,8.333333333333334
6329020,356102000.0,Atlantic - PPC Cristobal,5,Oil tanker,2444.0,2024-01-05 22:30:00,2024-01-06 05:40:00,2024-01-05 09:10:00,2024-01-05 22:00:00,12.833333333333334,7.166666666666667
6329020,356102000.0,Atlantic - PPC Cristobal,6,Oil tanker,2444.0,2024-04-13 13:30:00,2024-04-13 20:10:00,2024-04-13 07:10:00,2024-04-13 12:50:00,5.666666666666667,6.666666666666667
6329020,356102000.0,Atlantic - PPC Cristobal,7,Oil tanker,2444.0,2023-06-17 21:30:00,2023-06-18 10:50:00,,,,13.333333333333334
6329020,356102000.0,CCT,1,Oil tanker,2444.0,2023-01-09 03:30:00,2023-01-09 09:00:00,2023-01-04 16:40:00,2023-01-09 02:40:00,106.0,5.5
6329020,356102000.0,CCT,2,Oil tanker,2444.0,2023-02-06 22:00:00,2023-02-07 02:40:00,2023-02-04 15:00:00,2023-02-06 21:30:00,54.5,4.666666666666667
6329020,356102000.0,CCT,3,Oil tanker,2444.0,2023-02-27 13:30:00,2023-02-28 04:20:00,2023-02-27 00:10:00,2023-02-27 13:00:00,12.833333333333334,14.833333333333334
6329020,356102000.0,CCT,4,Oil tanker,2444.0,2023-04-19 02:50:00,2023-04-19 10:00:00,2023-04-19 00:10:00,2023-04-19 02:20:00,2.1666666666666665,7.166666666666667
6329020,356102000.0,CCT,5,Oil tanker,2444.0,2023-06-10 23:30:00,2023-06-11 06:30:00,2023-06-10 21:20:00,2023-06-10 23:00:00,1.6666666666666667,7.0
6329020,356102000.0,CCT,6,Oil tanker,2444.0,2023-08-08 00:00:00,2023-08-08 04:40:00,2023-08-06 00:00:00,2023-08-07 23:20:00,47.333333333333336,4.666666666666667
6329020,356102000.0,CCT,7,Oil tanker,2444.0,2023-09-10 14:10:00,2023-09-10 18:20:00,2023-09-10 03:30:00,2023-09-10 13:20:00,9.833333333333334,4.166666666666667
6329020,356102000.0,CCT,8,Oil tanker,2444.0,2024-01-09 02:50:00,2024-01-09 05:50:00,2024-01-08 06:40:00,2024-01-09 02:10:00,19.5,3.0
6329020,356102000.0,CCT,9,Oil tanker,2444.0,2024-02-06 02:30:00,2024-02-06 08:00:00,2024-02-03 09:50:00,2024-02-06 01:50:00,64.0,5.5
6329020,356102000.0,CCT,10,Oil tanker,2444.0,2024-05-27 13:30:00,2024-05-27 20:00:00,2024-05-24 08:50:00,2024-05-27 13:00:00,76.16666666666667,6.5
6329020,356102000.0,CCT,11,Oil tanker,2444.0,2024-05-31 19:30:00,2024-05-31 22:40:00,2024-05-27 20:40:00,2024-05-31 18:00:00,93.33333333333333,3.1666666666666665
6329020,356102000.0,CCT,12,Oil tanker,2444.0,2024-07-05 02:40:00,2024-07-05 07:00:00,2024-07-04 12:10:00,2024-07-05 02:20:00,14.166666666666666,4.333333333333333
6329020,356102000.0,CCT,13,Oil tanker,2444.0,2024-08-01 01:50:00,2024-08-01 05:40:00,2024-07-29 21:50:00,2024-08-01 01:00:00,51.166666666666664,3.8333333333333335
6329020,356102000.0,CCT,14,Oil tanker,2444.0,2024-08-21 01:10:00,2024-08-21 05:50:00,2024-08-20 05:10:00,2024-08-21 00:20:00,19.166666666666668,4.666666666666667
6329020,356102000.0,CCT,15,Oil tanker,2444.0,2023-06-18 12:00:00,2023-06-18 15:30:00,,,,3.5
6329020,356102000.0,CCT,16,Oil tanker,2444.0,2023-12-09 16:10:00,2023-12-09 22:10:00,,,,6.0
6329020,356102000.0,MIT,1,Oil tanker,2444.0,2022-12-03 20:00:00,2022-12-04 04:10:00,2022-12-01 00:10:00,2022-12-03 19:30:00,67.33333333333333,8.166666666666666
6329020,356102000.0,MIT,2,Oil tanker,2444.0,2022-12-14 14:30:00,2022-12-14 18:30:00,2022-12-08 16:50:00,2022-12-14 14:00:00,141.16666666666666,4.0
6329020,356102000.0,MIT,3,Oil tanker,2444.0,2022-12-22 03:10:00,2022-12-22 11:30:00,2022-12-18 06:40:00,2022-12-22 02:40:00,92.0,8.333333333333334
6329020,356102000.0,MIT,4,Oil tanker,2444.0,2022-12-28 14:20:00,2022-12-28 21:50:00,2022-12-23 23:10:00,2022-12-28 13:50:00,110.66666666666667,7.5
6329020,356102000.0,MIT,5,Oil tanker,2444.0,2022-12-29 01:00:00,2022-12-29 14:30:00,2022-12-28 22:10:00,2022-12-29 00:30:00,2.3333333333333335,13.5
6329020,356102000.0,MIT,6,Oil tanker,2444.0,2022-12-30 23:40:00,2022-12-31 16:30:00,2022-12-30 14:40:00,2022-12-30 23:00:00,8.333333333333334,16.833333333333332
6329020,356102000.0,MIT,7,Oil tanker,2444.0,2023-01-13 20:20:00,2023-01-14 04:00:00,2023-01-11 05:10:00,2023-01-13 19:50:00,62.666666666666664,7.666666666666667
6329020,356102000.0,MIT,8,Oil tanker,2444.0,2023-01-22 01:20:00,2023-01-23 01:40:00,2023-01-21 04:10:00,2023-01-22 00:20:00,20.166666666666668,24.333333333333332
6329020,356102000.0,MIT,9,Oil tanker,2444.0,2023-01-24 03:30:00,2023-01-24 10:00:00,2023-01-23 02:00:00,2023-01-24 03:00:00,25.0,6.5
6329020,356102000.0,MIT,10,Oil tanker,2444.0,2023-01-28 00:10:00,2023-01-28 09:30:00,2023-01-24 10:30:00,2023-01-27 22:50:00,84.33333333333333,9.333333333333334
6329020,356102000.0,MIT,11,Oil tanker,2444.0,2023-02-11 08:40:00,2023-02-11 14:20:00,2023-02-10 00:10:00,2023-02-11 08:10:00,32.0,5.666666666666667
6329020,356102000.0,MIT,12,Oil tanker,2444.0,2023-02-12 06:00:00,2023-02-12 15:20:00,2023-02-11 14:50:00,2023-02-12 05:30:00,14.666666666666666,9.333333333333334
6329020,356102000.0,MIT,13,Oil tanker,2444.0,2023-02-18 13:00:00,2023-02-19 00:00:00,2023-02-17 08:40:00,2023-02-18 12:40:00,28.0,11.0
6329020,356102000.0,MIT,14,Oil tanker,2444.0,2023-02-26 15:20:00,2023-02-26 17:50:00,2023-02-23 18:40:00,2023-02-26 14:50:00,68.16666666666667,2.5
6329020,356102000.0,MIT,15,Oil tanker,2444.0,2023-03-05 11:30:00,2023-03-05 21:00:00,2023-03-05 09:10:00,2023-03-05 10:50:00,1.6666666666666667,9.5
6329020,356102000.0,MIT,16,Oil tanker,2444.0,2023-03-09 09:30:00,2023-03-10 03:10:00,2023-03-07 00:10:00,2023-03-09 09:10:00,57.0,17.666666666666668
6329020,356102000.0,MIT,17,Oil tanker,2444.0,2023-03-10 23:10:00,2023-03-11 05:10:00,2023-03-10 03:40:00,2023-03-10 22:50:00,19.166666666666668,6.0
6329020,356102000.0,MIT,18,Oil tanker,2444.0,2023-03-13 06:10:00,2023-03-13 10:00:00,2023-03-11 05:40:00,2023-03-13 05:40:00,48.0,3.8333333333333335
6329020,356102000.0,MIT,19,Oil tanker,2444.0,2023-03-19 01:40:00,2023-03-19 18:00:00,2023-03-18 04:30:00,2023-03-19 01:10:00,20.666666666666668,16.333333333333332
6329020,356102000.0,MIT,20,Oil tanker,2444.0,2023-03-21 03:40:00,2023-03-21 09:50:00,2023-03-19 18:30:00,2023-03-21 03:10:00,32.666666666666664,6.166666666666667
6329020,356102000.0,MIT,21,Oil tanker,2444.0,2023-03-24 23:40:00,2023-03-25 06:20:00,2023-03-22 04:10:00,2023-03-24 23:00:00,66.83333333333333,6.666666666666667
6329020,356102000.0,MIT,22,Oil tanker,2444.0,2023-03-27 13:30:00,2023-03-27 21:10:00,2023-03-26 11:10:00,2023-03-27 13:00:00,25.833333333333332,7.666666666666667
6329020,356102000.0,MIT,23,Oil tanker,2444.0,2023-04-01 22:00:00,2023-04-02 03:40:00,2023-04-01 01:20:00,2023-04-01 21:20:00,20.0,5.666666666666667
6329020,356102000.0,MIT,24,Oil tanker,2444.0,2023-04-05 08:30:00,2023-04-05 16:00:00,2023-04-02 04:10:00,2023-04-05 08:10:00,76.0,7.5
6329020,356102000.0,MIT,25,Oil tanker,2444.0,2023-04-08 02:20:00,2023-04-09 02:40:00,2023-04-07 09:20:00,2023-04-08 01:50:00,16.5,24.333333333333332
6329020,356102000.0,MIT,26,Oil tanker,2444.0,2023-04-10 22:30:00,2023-04-11 06:50:00,2023-04-09 03:00:00,2023-04-10 22:00:00,43.0,8.333333333333334
6329020,356102000.0,MIT,27,Oil tanker,2444.0,2023-04-21 22:10:00,2023-04-22 02:40:00,2023-04-21 00:10:00,2023-04-21 21:10:00,21.0,4.5
6329020,356102000.0,MIT,28,Oil tanker,2444.0,2023-04-24 08:50:00,2023-04-24 14:10:00,2023-04-23 21:50:00,2023-04-24 08:20:00,10.5,5.333333333333333
6329020,356102000.0,MIT,29,Oil tanker,2444.0,2023-05-06 02:40:00,2023-05-06 11:00:00,2023-05-05 05:30:00,2023-05-06 02:10:00,20.666666666666668,8.333333333333334
6329020,356102000.0,MIT,30,Oil tanker,2444.0,2023-05-11 20:50:00,2023-05-12 00:30:00,2023-05-07 16:20:00,2023-05-11 20:20:00,100.0,3.6666666666666665
6329020,356102000.0,MIT,31,Oil tanker,2444.0,2023-05-19 19:30:00,2023-05-20 04:40:00,2023-05-19 06:50:00,2023-05-19 19:00:00,12.166666666666666,9.166666666666666
6329020,356102000.0,MIT,32,Oil tanker,2444.0,2023-06-03 08:50:00,2023-06-03 20:20:00,2023-06-03 04:50:00,2023-06-03 08:30:00,3.6666666666666665,11.5
6329020,356102000.0,MIT,33,Oil tanker,2444.0,2023-06-10 16:40:00,2023-06-10 21:00:00,2023-06-07 00:10:00,2023-06-10 15:50:00,87.66666666666667,4.333333333333333
6329020,356102000.0,MIT,34,Oil tanker,2444.0,2023-06-17 14:20:00,2023-06-17 20:10:00,2023-06-17 00:10:00,2023-06-17 13:40:00,13.5,5.833333333333333
6329020,356102000.0,MIT,35,Oil tanker,2444.0,2023-06-24 12:50:00,2023-06-24 20:20:00,2023-06-24 05:50:00,2023-06-24 12:10:00,6.333333333333333,7.5
6329020,356102000.0,MIT,36,Oil tanker,2444.0,2023-06-25 07:10:00,2023-06-25 14:20:00,2023-06-24 21:20:00,2023-06-25 06:20:00,9.0,7.166666666666667
6329020,356102000.0,MIT,37,Oil tanker,2444.0,2023-06-28 02:20:00,2023-06-28 08:00:00,2023-06-27 00:10:00,2023-06-28 02:00:00,25.833333333333332,5.666666666666667
6329020,356102000.0,MIT,38,Oil tanker,2444.0,2023-06-29 12:50:00,2023-06-29 21:50:00,2023-06-28 08:30:00,2023-06-29 12:20:00,27.833333333333332,9.0
6329020,356102000.0,MIT,39,Oil tanker,2444.0,2023-06-30 18:20:00,2023-07-01 02:50:00,2023-06-29 22:20:00,2023-06-30 17:50:00,19.5,8.5
6329020,356102000.0,MIT,40,Oil tanker,2444.0,2023-07-14 23:00:00,2023-07-15 15:40:00,2023-07-09 19:00:00,2023-07-14 22:20:00,123.33333333333333,16.666666666666668
6329020,356102000.0,MIT,41,Oil tanker,2444.0,2023-07-20 04:50:00,2023-07-20 13:20:00,2023-07-16 23:50:00,2023-07-19 19:40:00,67.83333333333333,8.5
6329020,356102000.0,MIT,42,Oil tanker,2444.0,2023-07-28 21:00:00,2023-07-29 07:30:00,2023-07-28 15:00:00,2023-07-28 20:40:00,5.666666666666667,10.5
6329020,356102000.0,MIT,43,Oil tanker,2444.0,2023-08-11 23:10:00,2023-08-12 07:20:00,2023-08-09 05:40:00,2023-08-11 22:40:00,65.0,8.166666666666666
6329020,356102000.0,MIT,44,Oil tanker,2444.0,2023-08-17 00:40:00,2023-08-17 08:50:00,2023-08-16 18:30:00,2023-08-17 00:20:00,5.833333333333333,8.166666666666666
6329020,356102000.0,MIT,45,Oil tanker,2444.0,2023-08-18 19:00:00,2023-08-19 14:10:00,2023-08-18 17:30:00,2023-08-18 18:40:00,1.1666666666666667,19.166666666666668
6329020,356102000.0,MIT,46,Oil tanker,2444.0,2023-08-24 01:30:00,2023-08-24 10:10:00,2023-08-23 22:30:00,2023-08-24 00:50:00,2.3333333333333335,8.666666666666666
6329020,356102000.0,MIT,47,Oil tanker,2444.0,2023-08-26 03:10:00,2023-08-27 01:10:00,2023-08-24 10:30:00,2023-08-26 02:50:00,40.333333333333336,22.0
6329020,356102000.0,MIT,48,Oil tanker,2444.0,2023-09-05 13:50:00,2023-09-05 22:30:00,2023-09-04 21:10:00,2023-09-05 13:10:00,16.0,8.666666666666666
6329020,356102000.0,MIT,49,Oil tanker,2444.0,2023-09-09 13:20:00,2023-09-09 20:30:00,2023-09-06 21:40:00,2023-09-09 13:00:00,63.333333333333336,7.166666666666667
6329020,356102000.0,MIT,50,Oil tanker,2444.0,2023-09-22 22:10:00,2023-09-23 11:10:00,2023-09-21 17:30:00,2023-09-22 21:40:00,28.166666666666668,13.0
6329020,356102000.0,MIT,51,Oil tanker,2444.0,2023-09-24 01:30:00,2023-09-24 06:30:00,2023-09-23 11:40:00,2023-09-24 00:50:00,13.166666666666666,5.0
6329020,356102000.0,MIT,52,Oil tanker,2444.0,2023-09-28 01:20:00,2023-09-28 22:30:00,2023-09-25 17:00:00,2023-09-28 00:40:00,55.666666666666664,21.166666666666668
6329020,356102000.0,MIT,53,Oil tanker,2444.0,2023-09-29 21:30:00,2023-09-30 02:40:00,2023-09-29 06:40:00,2023-09-29 20:50:00,14.166666666666666,5.166666666666667
6329020,356102000.0,MIT,54,Oil tanker,2444.0,2023-10-03 14:50:00,2023-10-03 20:10:00,2023-10-03 02:00:00,2023-10-03 14:20:00,12.333333333333334,5.333333333333333
6329020,356102000.0,MIT,55,Oil tanker,2444.0,2023-10-04 03:40:00,2023-10-04 06:00:00,2023-10-03 20:40:00,2023-10-04 03:10:00,6.5,2.3333333333333335
6329020,356102000.0,MIT,56,Oil tanker,2444.0,2023-10-06 13:20:00,2023-10-06 17:10:00,2023-10-06 00:50:00,2023-10-06 12:50:00,12.0,3.8333333333333335
6329020,356102000.0,MIT,57,Oil tanker,2444.0,2023-10-06 19:00:00,2023-10-07 09:50:00,2023-10-06 17:40:00,2023-10-06 18:40:00,1.0,14.833333333333334
6329020,356102000.0,MIT,58,Oil tanker,2444.0,2023-10-12 02:40:00,2023-10-12 09:10:00,2023-10-12 00:10:00,2023-10-12 02:10:00,2.0,6.5
6329020,356102000.0,MIT,59,Oil tanker,2444.0,2023-10-14 00:40:00,2023-10-14 06:10:00,2023-10-13 09:20:00,2023-10-14 00:00:00,14.666666666666666,5.5
6329020,356102000.0,MIT,60,Oil tanker,2444.0,2023-10-17 13:10:00,2023-10-17 20:00:00,2023-10-16 06:20:00,2023-10-17 12:50:00,30.5,6.833333333333333
6329020,356102000.0,MIT,61,Oil tanker,2444.0,2023-10-19 13:40:00,2023-10-20 04:30:00,2023-10-19 12:30:00,2023-10-19 13:10:00,0.6666666666666666,14.833333333333334
6329020,356102000.0,MIT,62,Oil tanker,2444.0,2023-10-22 11:40:00,2023-10-22 22:50:00,2023-10-21 23:30:00,2023-10-22 11:10:00,11.666666666666666,11.166666666666666
6329020,356102000.0,MIT,63,Oil tanker,2444.0,2023-10-23 13:40:00,2023-10-23 21:00:00,2023-10-22 23:40:00,2023-10-23 13:10:00,13.5,7.333333333333333
6329020,356102000.0,MIT,64,Oil tanker,2444.0,2023-10-24 14:30:00,2023-10-24 19:10:00,2023-10-23 21:50:00,2023-10-24 14:00:00,16.166666666666668,4.666666666666667
6329020,356102000.0,MIT,65,Oil tanker,2444.0,2023-10-30 03:50:00,2023-10-30 15:40:00,2023-10-29 19:40:00,2023-10-30 02:50:00,7.166666666666667,11.833333333333334
6329020,356102000.0,MIT,66,Oil tanker,2444.0,2023-11-04 01:10:00,2023-11-04 08:10:00,2023-11-04 00:10:00,2023-11-04 00:50:00,0.6666666666666666,7.0
6329020,356102000.0,MIT,67,Oil tanker,2444.0,2023-11-08 03:00:00,2023-11-08 12:10:00,2023-11-08 01:00:00,2023-11-08 02:40:00,1.6666666666666667,9.166666666666666
6329020,356102000.0,MIT,68,Oil tanker,2444.0,2023-11-11 00:20:00,2023-11-11 09:30:00,2023-11-09 18:20:00,2023-11-10 23:40:00,29.333333333333332,9.166666666666666
6329020,356102000.0,MIT,69,Oil tanker,2444.0,2023-11-14 13:30:00,2023-11-14 20:20:00,2023-11-14 07:30:00,2023-11-14 13:10:00,5.666666666666667,6.833333333333333
6329020,356102000.0,MIT,70,Oil tanker,2444.0,2023-11-16 20:40:00,2023-11-17 12:40:00,2023-11-15 22:40:00,2023-11-16 19:50:00,21.166666666666668,16.0
6329020,356102000.0,MIT,71,Oil tanker,2444.0,2023-11-18 10:10:00,2023-11-19 08:10:00,2023-11-17 13:30:00,2023-11-18 09:30:00,20.0,22.0
6329020,356102000.0,MIT,72,Oil tanker,2444.0,2023-11-20 12:50:00,2023-11-20 18:40:00,2023-11-19 09:00:00,2023-11-20 12:30:00,27.5,5.833333333333333
6329020,356102000.0,MIT,73,Oil tanker,2444.0,2023-11-21 04:10:00,2023-11-22 03:30:00,2023-11-20 19:40:00,2023-11-21 03:20:00,7.666666666666667,23.333333333333332
6329020,356102000.0,MIT,74,Oil tanker,2444.0,2023-11-24 23:10:00,2023-11-25 06:10:00,2023-11-22 17:00:00,2023-11-24 22:50:00,53.833333333333336,7.0
6329020,356102000.0,MIT,75,Oil tanker,2444.0,2023-12-01 13:00:00,2023-12-01 17:50:00,2023-12-01 00:10:00,2023-12-01 12:20:00,12.166666666666666,4.833333333333333
6329020,356102000.0,MIT,76,Oil tanker,2444.0,2023-12-01 22:20:00,2023-12-02 04:40:00,2023-12-01 18:20:00,2023-12-01 21:50:00,3.5,6.333333333333333
6329020,356102000.0,MIT,77,Oil tanker,2444.0,2023-12-02 14:10:00,2023-12-02 20:20:00,2023-12-02 05:00:00,2023-12-02 13:40:00,8.666666666666666,6.166666666666667
6329020,356102000.0,MIT,78,Oil tanker,2444.0,2023-12-03 01:20:00,2023-12-03 06:10:00,2023-12-02 20:40:00,2023-12-03 00:50:00,4.166666666666667,4.833333333333333
6329020,356102000.0,MIT,79,Oil tanker,2444.0,2023-12-09 02:30:00,2023-12-09 15:50:00,2023-12-08 20:00:00,2023-12-09 01:50:00,5.833333333333333,13.333333333333334
6329020,356102000.0,MIT,80,Oil tanker,2444.0,2023-12-11 22:10:00,2023-12-12 05:30:00,2023-12-11 20:20:00,2023-12-11 21:40:00,1.3333333333333333,7.333333333333333
6329020,356102000.0,MIT,81,Oil tanker,2444.0,2023-12-12 18:10:00,2023-12-12 23:20:00,2023-12-12 05:50:00,2023-12-12 17:50:00,12.0,5.166666666666667
6329020,356102000.0,MIT,82,Oil tanker,2444.0,2023-12-20 15:20:00,2023-12-20 21:30:00,2023-12-17 22:40:00,2023-12-20 14:40:00,64.0,6.166666666666667
6329020,356102000.0,MIT,83,Oil tanker,2444.0,2023-12-21 23:40:00,2023-12-22 05:40:00,2023-12-21 03:40:00,2023-12-21 22:50:00,19.166666666666668,6.0
6329020,356102000.0,MIT,84,Oil tanker,2444.0,2023-12-22 23:30:00,2023-12-23 06:20:00,2023-12-22 06:10:00,2023-12-22 22:50:00,16.666666666666668,6.833333333333333
6329020,356102000.0,MIT,85,Oil tanker,2444.0,2023-12-27 22:20:00,2023-12-28 03:50:00,2023-12-24 04:50:00,2023-12-27 21:10:00,88.33333333333333,5.5
6329020,356102000.0,MIT,86,Oil tanker,2444.0,2023-12-29 02:50:00,2023-12-29 08:20:00,2023-12-28 04:10:00,2023-12-29 02:20:00,22.166666666666668,5.5
6329020,356102000.0,MIT,87,Oil tanker,2444.0,2024-01-11 13:40:00,2024-01-11 22:30:00,2024-01-09 23:00:00,2024-01-11 13:00:00,38.0,8.833333333333334
6329020,356102000.0,MIT,88,Oil tanker,2444.0,2024-01-12 14:10:00,2024-01-13 07:40:00,2024-01-12 07:00:00,2024-01-12 13:50:00,6.833333333333333,17.5
6329020,356102000.0,MIT,89,Oil tanker,2444.0,2024-01-22 12:40:00,2024-01-22 17:40:00,2024-01-19 23:00:00,2024-01-22 12:10:00,61.166666666666664,5.0
6329020,356102000.0,MIT,90,Oil tanker,2444.0,2024-01-28 14:00:00,2024-01-29 00:30:00,2024-01-27 18:10:00,2024-01-28 13:30:00,19.333333333333332,10.5
6329020,356102000.0,MIT,91,Oil tanker,2444.0,2024-02-10 01:40:00,2024-02-10 22:40:00,2024-02-09 15:10:00,2024-02-10 01:20:00,10.166666666666666,21.0
6329020,356102000.0,MIT,92,Oil tanker,2444.0,2024-02-11 03:50:00,2024-02-12 03:00:00,2024-02-10 23:20:00,2024-02-11 03:20:00,4.0,23.166666666666668
6329020,356102000.0,MIT,93,Oil tanker,2444.0,2024-02-15 15:20:00,2024-02-15 22:40:00,2024-02-14 11:50:00,2024-02-15 14:50:00,27.0,7.333333333333333
6329020,356102000.0,MIT,94,Oil tanker,2444.0,2024-02-23 02:20:00,2024-02-23 08:50:00,2024-02-21 02:30:00,2024-02-23 01:50:00,47.333333333333336,6.5
6329020,356102000.0,MIT,95,Oil tanker,2444.0,2024-02-24 14:10:00,2024-02-24 20:30:00,2024-02-23 09:20:00,2024-02-24 13:40:00,28.333333333333332,6.333333333333333
6329020,356102000.0,MIT,96,Oil tanker,2444.0,2024-03-01 14:10:00,2024-03-01 22:20:00,2024-02-27 00:20:00,2024-03-01 13:20:00,85.0,8.166666666666666
6329020,356102000.0,MIT,97,Oil tanker,2444.0,2024-03-11 00:40:00,2024-03-11 06:40:00,2024-03-08 18:00:00,2024-03-11 00:00:00,54.0,6.0
